,rainfall_mm,temp_c,humidity_pct,year,week
2025-10-12,0.0,19.39,82.78,2025,40
2025-10-13,0.0,18.49,82.48,2025,41
2025-10-14,0.0,18.84,77.23,2025,41
2025-10-15,0.0,19.4,81.77,2025,41
2025-10-16,0.0,19.86,82.46,2025,41
2025-10-17,0.0,19.8,86.34,2025,41
2025-10-18,0.0,19.5,84.16,2025,41
2025-10-19,0.0,19.3,79.76,2025,41
2025-10-20,0.0,19.36,84.37,2025,42
2025-10-21,0.0,20.35,78.44,2025,42
2025-10-22,0.0,20.17,77.14,2025,42
2025-10-23,0.0,20.07,83.29,2025,42
2025-10-24,0.0,19.45,86.59,2025,42
2025-10-25,0.0,19.38,76.66,2025,42
2025-10-26,0.0,19.25,63.25,2025,42
2025-10-27,0.0,19.2,66.13,2025,43
2025-10-28,1.01,18.31,72.87,2025,43
2025-10-29,0.22,18.35,82.47,2025,43
2025-10-30,31.88,17.46,88.48,2025,43
2025-10-31,29.18,16.87,93.3,2025,43
2025-11-01,7.76,17.89,93.37,2025,43
2025-11-02,1.01,17.42,90.22,2025,43
2025-11-03,0.65,17.65,84.17,2025,44
2025-11-04,0.14,18.63,81.45,2025,44
2025-11-05,0.0,18.34,80.04,2025,44
2025-11-06,0.0,18.03,75.37,2025,44
2025-11-07,0.0,17.35,79.89,2025,44
2025-11-08,0.0,17.09,79.39,2025,44
2025-11-09,0.0,17.09,75.24,2025,44
2025-11-10,0.0,16.19,73.07,2025,45
2025-11-11,0.0,15.76,73.9,2025,45
2025-11-12,0.0,15.45,74.36,2025,45
2025-11-13,0.0,15.0,75.51,2025,45
2025-11-14,0.0,14.58,70.83,2025,45
2025-11-15,0.0,14.78,75.93,2025,45
2025-11-16,0.0,14.88,74.77,2025,45
2025-11-17,0.0,14.51,72.26,2025,46
2025-11-18,0.0,15.55,67.09,2025,46
2025-11-19,0.0,15.23,81.7,2025,46
2025-11-20,0.0,14.72,88.0,2025,46
2025-11-21,0.0,14.48,87.79,2025,46
2025-11-22,0.0,14.11,88.76,2025,46
2025-11-23,0.0,13.52,85.05,2025,46
2025-11-24,0.0,12.56,79.1,2025,47
2025-11-25,0.0,13.19,70.19,2025,47
2025-11-26,0.0,13.76,76.11,2025,47
2025-11-27,0.0,15.24,72.73,2025,47
2025-11-28,0.0,14.73,74.04,2025,47
2025-11-29,0.0,14.01,76.82,2025,47
2025-11-30,0.0,13.6,75.06,2025,47
2025-12-01,0.0,13.22,77.38,2025,48
2025-12-02,0.0,13.09,66.35,2025,48
2025-12-03,0.0,12.94,65.61,2025,48
2025-12-04,0.0,12.94,59.29,2025,48
2025-12-05,0.0,12.66,65.81,2025,48
2025-12-06,0.0,12.34,63.16,2025,48
2025-12-07,0.0,12.55,68.9,2025,48
2025-12-08,0.0,13.05,70.87,2025,49
2025-12-09,0.0,12.43,71.63,2025,49
2025-12-10,0.0,12.29,65.67,2025,49
2025-12-11,0.0,12.7,64.78,2025,49
2025-12-12,0.0,12.55,74.27,2025,49
2025-12-13,0.0,13.0,73.7,2025,49
2025-12-14,0.0,13.45,75.69,2025,49
2025-12-15,0.0,12.67,81.06,2025,50
2025-12-16,0.0,11.97,78.57,2025,50
2025-12-17,0.0,11.15,75.72,2025,50
2025-12-18,0.0,12.32,68.39,2025,50
2025-12-19,0.0,11.73,71.31,2025,50
2025-12-20,0.0,10.4,69.77,2025,50
2025-12-21,0.0,10.47,74.81,2025,50
2025-12-22,0.0,11.72,75.07,2025,51
2025-12-23,0.0,11.39,75.35,2025,51
2025-12-24,0.0,10.34,77.25,2025,51
2025-12-25,0.0,9.77,76.42,2025,51
2025-12-26,0.0,10.48,76.76,2025,51
2025-12-27,0.0,11.1,72.48,2025,51
2025-12-28,0.0,10.68,74.18,2025,51
2025-12-29,0.0,9.68,72.77,2025,52
2025-12-30,0.0,8.5,70.64,2025,52
2025-12-31,0.0,9.21,63.44,2025,52
